"年月日","時刻","天","車番","仕入先コード","仕入先名","支払先コード","支払先名","商品コード","品　　名","運送店コード","運送店名","正味重量","調整重量","数量","単位","単　価","金　額","税抜額","かご引","ﾀﾞｽﾄ引","水引","不明差異","返品引","予備","引物金額","取引区分（コード）","取引区分","払区（コード）","払区","デ区（コード）","デ区","データ識別（コード）","データ識別","締日更新フラグ","月次更新フラグ","支払明細書発行フラグ","オンライン送信済フラグ","伝票No.","支払伝票No.","ルート伝票No.","手入力フラグ","継続伝票区分","継続伝票発行区分","ユーザID","ユーザ名","担当","担当名","ﾔｰﾄﾞｺｰﾄﾞ","ヤード名","計量重量","運転者名","自社他社区分","商品分類コード","かご数量","支払運賃単価","支払運賃金額","備考","仮払い金額","売上伝票No.","支払運賃伝票No.","集計区分1（仕入）","グループ名称1（仕入）","集計区分2（仕入）","グループ名称2（仕入）","集計区分3（仕入）","グループ名称3（仕入）","集計区分4（仕入）","グループ名称4（仕入）","集計区分5（仕入）","グループ名称5（仕入）","集計区分6（仕入）","グループ名称6（仕入）","集計区分7（仕入）","グループ名称7（仕入）","集計区分8（仕入）","グループ名称8（仕入）","集計区分9（仕入）","グループ名称9（仕入）","集計区分10（仕入）","グループ名称10（仕入）","得意先コード","得意先名","請求先コード","請求先名","運送店コード(売上)","運送店名(売上)","運転者名","出荷日付","売上日付","伝票番号(売上)","明細行番号","車番(売上)","取引区分(売上)","取引区分名称(売上)","入金区分","入金区分名称","データ区分","データ区分名称(売上)","商品コード(売上)","商品名(売上)","商品分類コード","本数","正味重量(売上)","かご引","ﾀﾞｽﾄ引","水引","不明差異","返品引","出荷時正味重量","単価(売上)","単価種別","売上運賃単価","売上金額","売上税抜額","支払運賃単価","支払運賃金額","備考","消費税課税対象区分","消費税額","消費税課税対象額","データ識別","データ識別名称","集計区分1（売上）","グループ名称1（売上）","集計区分2（売上）","グループ名称2（売上）","集計区分3（売上）","グループ名称3（売上）","集計区分4（売上）","グループ名称4（売上）","集計区分5（売上）","グループ名称5（売上）","集計区分6（売上）","グループ名称6（売上）","集計区分7（売上）","グループ名称7（売上）","集計区分8（売上）","グループ名称8（売上）","集計区分9（売上）","グループ名称9（売上）","集計区分10（売上）","グループ名称10（売上）"
"2026/06/10","10:59","晴","0989","0080000","厚木市資源再生ｾﾝﾀｰﾏﾙﾌｼﾞ","0080000","厚木市資源再生ｾﾝﾀｰﾏﾙﾌｼﾞ","1971","雑がみ","0000000","","590","0","0","kg","0.10","59","59","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083686","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","590","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:08","","5122","0002000","㈱アークル海老名営業所","0002000","㈱アークル海老名営業所","1000","段ボールバラ","0000000","","200","0","0","kg","10.00","2000","2000","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083687","000000001","270009175","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","200","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:08","","5122","0384112","資さんうどん倉見店（大本）","0384000","大本紙料㈱","1000","段ボールバラ","0000000","","20","0","0","kg","5.00","100","100","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083688","000000002","270009175","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","20","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:08","","5122","1124000","高山 藤沢センター","1124000","高山 藤沢センター","1000","段ボールバラ","0000000","","490","0","0","kg","8.00","3920","3920","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083689","000000003","270009175","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","490","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:08","","5122","1075001","㈱一全(ダイコー商事)","1075000","㈲ダイコー商事","1000","段ボールバラ","0000000","","150","0","0","kg","5.00","750","750","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083690","000000004","270009175","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","150","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:08","","5122","1801607","㈱不二家平塚工場（丸紅FR）","1801600","丸紅ﾌｫﾚｽﾄﾘﾝｸｽ㈱","1971","雑がみ","0000000","","10","0","0","kg","3.00","30","30","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083691","000000005","270009175","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:08","","5122","1801607","㈱不二家平塚工場（丸紅FR）","1801600","丸紅ﾌｫﾚｽﾄﾘﾝｸｽ㈱","1000","段ボールバラ","0000000","","220","0","0","kg","6.50","1430","1430","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083691","000000005","270009175","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","220","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:08","","5122","0384098","ｳｴﾙｼｱ平塚中原店（大本）","0384000","大本紙料㈱","1000","段ボールバラ","0000000","","50","0","0","kg","4.50","225","225","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083692","000000006","270009175","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","50","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:08","","5122","0557006","㈱ｽﾄﾘｯｸｽｺﾝｻﾙﾃｨﾝｸﾞ(共栄商社)","0557000","㈱共栄商社","1000","段ボールバラ","0000000","","200","0","0","kg","7.00","1400","1400","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083693","000000007","270009175","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","200","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:16","晴","2202","0076000","厚木市資源再生ｾﾝﾀｰ環境ｼｽﾃﾑ","0076000","厚木市資源再生ｾﾝﾀｰ環境ｼｽﾃﾑ","1100","新聞バラ","0000000","","50","0","0","kg","6.00","300","300","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083694","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","50","","他社","1100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:16","晴","2202","0076000","厚木市資源再生ｾﾝﾀｰ環境ｼｽﾃﾑ","0076000","厚木市資源再生ｾﾝﾀｰ環境ｼｽﾃﾑ","1957","紙パック","0000000","","30","0","0","kg","4.00","120","120","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083694","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","30","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:16","晴","2202","0076000","厚木市資源再生ｾﾝﾀｰ環境ｼｽﾃﾑ","0076000","厚木市資源再生ｾﾝﾀｰ環境ｼｽﾃﾑ","1200","雑誌バラ","0000000","","290","0","0","kg","3.00","870","870","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083694","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","290","","他社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:16","晴","2202","0076000","厚木市資源再生ｾﾝﾀｰ環境ｼｽﾃﾑ","0076000","厚木市資源再生ｾﾝﾀｰ環境ｼｽﾃﾑ","4134","布類","0000000","","280","0","0","kg","0.50","140","140","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083694","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","280","","他社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:16","晴","2202","0076000","厚木市資源再生ｾﾝﾀｰ環境ｼｽﾃﾑ","0076000","厚木市資源再生ｾﾝﾀｰ環境ｼｽﾃﾑ","1971","雑がみ","0000000","","390","0","0","kg","0.10","39","39","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083694","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","390","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:20","晴","1010","0455002","湘南リンテック加工","0455000","カナキン㈱","2015","パルプ","1700020","㈱Ｕ－ＮＥＴ","210","0","0","kg","25.00","5250","5250","60","0","0","0","0","0","1500.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083700","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","270","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:20","晴","1010","0455002","湘南リンテック加工","0455000","カナキン㈱","1000","段ボールバラ","1700020","㈱Ｕ－ＮＥＴ","300","0","0","kg","5.00","1500","1500","300","0","0","0","0","0","1500.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083700","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","600","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","11:20","晴","1010","0455002","湘南リンテック加工","0455000","カナキン㈱","1998","ミックス紙","1700020","㈱Ｕ－ＮＥＴ","980","0","0","kg","1.00","980","980","300","0","0","0","0","0","300.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083700","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,280","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
